hospital ID,hospital Age,hospital Location,hospital has Type,Experience (Years),Patients in Lifetime,Patients in Queue,Pev_Visited
2210,86.0,94,0,20.471340525511717,14933.253224560958,29.77011688694453,0
2931,70.0,95,1,18.75488687139938,20337.29336839812,39.05473420968447,0
2270,54.0,96,1,33.681710689475764,24478.15278706909,50.99727872747675,1
2119,118.0,43,0,9.354522185687266,4310.201596351429,10.884747622222054,0
2104,102.0,22,0,8.052104206047565,9966.882127691048,18.65816257127116,0
2157,86.0,10,0,20.63283172048632,14768.34211021852,31.666156071189416,0
2247,70.0,5,1,26.58703165022776,19604.359846800147,38.65723691181103,0
2252,54.0,8,1,29.98341127048813,24074.67086015209,50.93878419467768,1
2596,141.0,78,0,9.903106493122854,4657.447043961917,9.104592610254793,0
2790,125.0,48,0,9.570061518336464,9126.796688173365,19.573661869571986,0
2913,109.0,40,0,21.648278398417844,15319.205197929245,31.99896607188375,0
2471,93.0,38,1,21.33660422645066,20629.58693881915,38.147926693856185,0
2363,77.0,45,1,32.76738646305637,24640.62960998609,50.7248639147023,1
2787,99.0,-2,0,5.174454711587391,5694.026990132687,11.693421236654713,0
2731,83.0,5,0,6.746753559148059,10736.455754397675,20.85784147899063,0
2225,67.0,33,0,19.455181410607015,15110.584758932506,30.818267396771496,0
2082,51.0,13,1,19.467551424366658,19121.021210112005,41.67768071764677,0
2199,35.0,13,1,31.45536037369302,25970.799176336044,48.11701013107588,1
2003,92.0,6,0,4.262952954730329,5242.422098967092,9.304115766373933,0
2637,76.0,24,0,11.947677887936145,9901.968010984388,20.25896311862835,0
2839,60.0,25,0,12.801255536452912,15639.830291212196,30.88853620571452,0
2804,44.0,32,1,24.045931078720372,19796.13013004647,40.37203009657571,0
2233,28.0,34,1,25.308656798879927,25760.075402086382,48.39682718569479,1
2743,128.0,49,0,10.67386150219137,5660.898961926912,8.655153622577794,0
2070,112.0,75,0,10.622188582846304,10753.792879335231,19.03651276020811,0
2986,96.0,88,0,19.820473353046143,14879.562951224663,29.721585574534025,0
2869,80.0,85,1,20.3127853279061,19162.50245773044,41.79234777551901,0
2129,64.0,85,1,31.165753260467767,24623.8949555108,50.20192316892658,1
2246,117.0,9,0,0.7618355888059702,5983.850742857433,11.636121585697891,0
2128,101.0,-11,0,16.11260398061899,9476.647162736432,20.771678240200167,0
2093,85.0,25,0,17.372398038421473,14038.101508468251,30.075158361924437,0
2339,69.0,17,1,25.863391110521253,20634.35950037309,40.70475385034568,0
2009,53.0,12,1,26.055472987246937,25296.66175115151,51.06880351504195,1
2914,125.0,19,0,4.324773642676687,5363.7028885634345,8.70687902102258,0
2679,109.0,30,0,16.823903894637834,10852.560323707885,20.74657968695013,0
2798,93.0,56,0,23.49398158858934,15895.966652104718,31.43736371967446,0
2425,77.0,46,1,23.385592309308976,19061.771908773306,40.61857975712047,0
2133,61.0,41,1,31.56412894724699,25265.169229548286,50.37470122213921,1
2750,88.0,46,0,9.655845285656184,4509.597769349249,10.016266327010284,0
2494,72.0,72,0,8.454478810574718,9648.756416386956,21.63613241242276,0
2643,56.0,70,0,19.420611480013623,14030.780340486148,28.84088652109802,0
2573,40.0,45,1,24.01094463463676,20244.58393414759,39.643859514442575,0
2251,24.0,51,1,33.5598347479673,24418.9237064159,51.09362752229885,1
2380,119.0,52,0,8.511028993059874,4382.845545904575,11.56403489397441,0
2707,103.0,48,0,13.976274034949986,9949.560992127956,20.055637616909543,0
2880,87.0,56,0,16.861703862569037,15156.088188673451,29.4460028087852,0
2294,71.0,38,1,26.360702255608448,19163.93385419969,40.68660893627951,0
2091,55.0,48,1,24.487996757474413,25959.239251460043,49.63959158036755,1
2228,116.0,15,0,9.897520627045228,5924.577143908038,10.794940355763234,0
2865,100.0,38,0,15.787051565769078,10613.10406675263,19.873798289885784,0
2244,84.0,11,0,16.63741032679261,15108.402271996903,30.11520911983221,0
2829,68.0,19,1,28.295777413080625,19900.81936727384,39.58824710873176,0
2280,52.0,27,1,31.45807936349396,25236.14926722048,48.04968396871588,1
2650,125.0,-13,0,2.60936224726685,4478.567163377846,8.301976996331922,0
2428,109.0,-11,0,11.590756189871088,10682.868874904254,19.040425473027906,0
2765,93.0,-3,0,12.432522931180454,14780.543141925797,30.328605461983447,0
2714,77.0,1,1,27.66991959877285,20873.198596498627,39.31186755922021,0
2442,61.0,7,1,32.3647044950769,25414.31398638293,49.950382373930566,1
2102,138.0,74,0,9.773917491942244,5878.971681533566,11.53288156847083,0
2198,122.0,108,0,15.060173743077076,9347.55622008844,18.06669364263523,0
2901,106.0,82,0,17.030071251482628,14312.35559474472,29.37626053180886,0
2327,90.0,100,1,21.15926926153264,20490.61687356348,41.03164071889821,0
2106,74.0,97,1,35.75799016586364,24696.255563778694,51.21491453031568,1
2796,114.0,54,0,3.3158925474327585,4962.508517085988,11.528824672722893,0
2500,98.0,8,0,9.157982399484649,9099.397114741792,19.692404334853745,0
2904,82.0,39,0,23.618795001749763,15516.700935307985,31.772761274442853,0
2137,66.0,23,1,25.13820527906285,19575.58454223733,41.0834154986801,0
2747,50.0,28,1,32.69518007506653,25135.113149848963,48.44644715615317,1
2552,97.0,27,0,3.3023953117030134,4053.181127209666,8.291246751948762,0
2868,81.0,68,0,14.535920200589366,9401.058212215765,19.192860264097547,0
2509,65.0,81,0,22.640469267448164,14561.830927956076,30.96901881247995,0
2673,49.0,70,1,25.339902855554293,20290.98144707176,40.17838775618497,0
2138,33.0,67,1,32.0080637671736,24324.9166529106,50.14276276962785,1
2119,140.0,-10,0,4.24903760718186,4163.122814112289,11.584570484328324,0
2032,124.0,56,0,11.727963560561456,9726.882239083208,20.22941628051943,0
2622,108.0,10,0,17.123413805098448,15112.149204907128,29.3997472741489,0
2057,92.0,35,1,28.37203556705954,20387.234900914445,40.51380738292573,0
2546,76.0,27,1,25.463297385005983,24281.387275361536,51.84207022752928,1
2818,128.0,73,0,0.8927449360892825,5918.320381319616,10.130847520426888,0
2071,112.0,89,0,8.051569421497616,10245.39102328405,21.29535778663763,0
2137,96.0,60,0,19.700912009907483,14580.03014940358,31.90342402374252,0
2649,80.0,79,1,18.503574337288924,20672.28336816116,39.05582574863907,0
2345,64.0,76,1,26.661191045000376,24264.940897600536,51.56104802522259,1
2343,129.0,35,0,2.606848377209118,5008.379390543685,11.869459110075464,0
2958,113.0,27,0,9.692202881821318,10600.021883644657,18.13761651564015,0
2409,97.0,-1,0,17.289547016302777,14120.3767019689,28.92948659166576,0
2429,81.0,13,1,22.09860860836041,20439.081392750813,41.5076734728646,0
2290,65.0,7,1,25.2984380264542,24673.432664204152,48.01986808533368,1
2467,101.0,58,0,10.732732623635693,5658.976685043946,8.445747156204233,0
2646,85.0,10,0,9.94209642265965,9654.49944136705,21.40795041611133,0
2587,69.0,55,0,12.608939579707933,15509.47169437268,28.51797534173307,0
2795,53.0,38,1,25.396632502552556,20568.766242539583,41.76718435180739,0
2008,37.0,40,1,32.36479984822281,25568.908254765087,49.95136701645902,1
2804,78.0,45,0,3.6092490134772217,4544.39559109795,11.674796246738373,0
2038,62.0,57,0,10.50461977801119,9657.85614016512,18.436576268075424,0
2993,46.0,30,0,17.04098334006346,15989.183813581116,30.65341067821864,0
2294,30.0,25,1,20.16402373528748,19033.98236416002,40.59034251567528,0
2857,14.0,31,1,29.97861037516227,25437.020389565023,50.58693056410612,1
2626,91.0,-11,0,8.889106031625937,4212.289048209563,9.755121023062191,0
2644,75.0,22,0,9.265381111112024,10537.01149927922,18.22810595988011,0
2316,59.0,8,0,14.940035042323055,15654.369950159948,31.596377177374563,0
2991,43.0,21,1,26.498461216594087,19733.034987533785,38.07920440324148,0
2327,27.0,12,1,25.780583726323574,25708.612083258507,50.27573619001423,1
2471,122.0,109,0,6.837498564698128,5911.404732950033,8.248942517035392,0
2404,106.0,95,0,10.713453048874385,9226.88006968848,19.06018372732684,0
2532,90.0,120,0,18.15112095063788,14562.382043318608,30.021283390786778,0
2094,74.0,100,1,23.1249783112162,20821.31694630617,39.63223695901563,0
2438,58.0,100,1,33.679004044632734,24666.219941120235,48.57534869416427,1
2360,108.0,54,0,1.1992108672482915,5109.696077888613,11.654777485851088,0
2954,92.0,22,0,10.158099460029362,10170.1651818743,19.3887280158446,0
2328,76.0,18,0,21.784102802517705,15415.535171273494,31.097589055930648,0
2680,60.0,31,1,23.86155530217895,19503.39889360247,41.08059556863263,0
2042,44.0,26,1,28.37912949718831,24337.13137746186,49.33834980315015,1
2650,73.0,51,0,1.2936718199767112,4429.320790307958,10.418430209345912,0
2720,57.0,26,0,11.13451804468235,10493.473719158192,21.488557113068893,0
2629,41.0,65,0,23.4157455894146,15718.3321886452,29.92599637149131,0
2278,25.0,55,1,28.202095130107388,19750.546618976765,41.812552648469904,0
2549,9.0,54,1,34.74029842303732,25790.76237311491,51.169574690055626,1
2590,141.0,31,0,0.019700063783834,4530.704737507582,10.49498763757679,0
2347,125.0,11,0,8.547864441091228,10207.305174438285,21.366584679761623,0
2523,109.0,12,0,17.277770907679766,15420.827602506257,28.69443516274891,0
2159,93.0,22,1,26.81904091313524,20339.078276277556,39.4833232328191,0
2401,77.0,12,1,35.7212216414469,25735.07224524168,49.54829018267753,1
2472,105.0,101,0,1.447473111174992,5932.255219555956,10.704683543039604,0
2925,89.0,50,0,6.662248088980858,9386.751446711116,20.52155424204845,0
2169,73.0,68,0,17.466976621966428,15237.729640419757,28.08164889689003,0
2260,57.0,66,1,26.03065354697374,19183.619858284022,40.54433748209358,0
2061,41.0,62,1,25.344855147624735,24271.862555178694,49.960596378142895,1
2534,80.0,56,0,3.2311902822850245,4833.323948413007,8.007576894930846,0
2307,64.0,23,0,8.802045812481225,9029.879187321045,20.12668183949506,0
2492,48.0,31,0,20.15181274372815,14212.45986434849,31.33389078634225,0
2231,32.0,37,1,18.14330955439751,20342.090603114226,39.88699281170289,0
2607,16.0,34,1,33.799689349339204,25445.9457991548,50.73848735658616,1
2711,80.0,38,0,6.971284178508908,4746.058498837501,8.60456235981776,0
2802,64.0,35,0,16.665174288919715,9567.177343647076,20.76621228318941,0
2500,48.0,34,0,17.067188364173404,15986.077118014326,28.067453733690417,0
2819,32.0,34,1,28.63505523813154,20654.78502092121,38.2659919184938,0
2878,16.0,35,1,31.088697286712623,25641.91575670983,48.14272585133534,1
2188,68.0,69,0,7.744045779849596,4230.449532588342,9.699043666055342,0
2147,52.0,77,0,11.01447598434286,9519.649887713858,18.708536401861448,0
2464,36.0,77,0,14.57486600494148,14528.593189007806,28.800817109558853,0
2235,20.0,69,1,25.73861666994709,19057.757706342767,40.50856141285771,0
2650,4.0,76,1,30.39518536605393,24765.5579111471,51.26223156396441,1
2981,74.0,30,0,4.782463135682999,4208.948843786824,10.2535452668382,0
2868,58.0,5,0,10.527485452267488,10300.60309884037,18.683238982233505,0
2688,42.0,23,0,13.133706623195598,15947.156516339546,30.752345185414946,0
2543,26.0,11,1,20.100209344714465,19782.909289640764,41.55733062589074,0
2346,10.0,4,1,30.96388800724969,24422.2151828021,51.17916971757769,1
2856,121.0,29,0,3.979723278736591,4151.714050569158,9.60803618379899,0
2390,105.0,56,0,9.323119416372656,10415.845250974604,20.30641771961042,0
2130,89.0,67,0,18.558243698639465,14378.309362731505,30.043851025798716,0
2520,73.0,67,1,22.214569296685283,19216.63253906997,40.90059746223442,0
2039,57.0,69,1,28.062025161794324,24376.15334180251,49.49699201638674,1
2937,70.0,0,0,5.888674395749733,4755.928937205527,10.281206742362986,0
2366,54.0,16,0,16.640381711910443,10311.167516252031,20.920577445175628,0
2230,38.0,15,0,15.066732326079611,14058.75567286065,28.02065604590093,0
2802,22.0,22,1,20.599839237436942,19748.965209693044,40.52218527496017,0
2476,6.0,14,1,27.243184148706828,24505.884727224617,50.67524553751858,1
2630,74.0,77,0,9.630600871326877,5299.119755525244,10.364195131485786,0
2664,58.0,75,0,8.753486062195032,9374.68929083366,21.121744716004574,0
2731,42.0,71,0,13.158095957113714,14974.41752195266,29.243430313394253,0
2892,26.0,84,1,29.846832596500622,20635.15717549408,40.53639526650525,0
2584,10.0,76,1,30.041761259404044,24292.52433538761,51.36750975501716,1
2838,103.0,35,0,3.2500703551347385,4610.377879792644,10.773395597972314,0
2830,87.0,5,0,12.113408297520465,10845.780790357643,20.52256980456542,0
2992,71.0,18,0,14.706834856065935,14332.770494206785,31.487264047138893,0
2552,55.0,31,1,26.74017624767408,19080.525781873373,39.49516243787982,0
2773,39.0,29,1,33.40344800947469,25928.182486704914,49.28779083444845,1
2095,109.0,86,0,8.340072373917382,5417.675864972065,9.959663931216246,0
2194,93.0,74,0,13.064136820374806,10825.87638705998,20.31595259400829,0
2908,77.0,51,0,15.345554086489212,15565.081080777496,30.51220812091689,0
2483,61.0,54,1,27.943729859263183,20862.30142063764,39.6904469836629,0
2254,45.0,51,1,24.12503032315578,25107.32250474553,48.11581587107723,1
2147,137.0,64,0,3.2444402506421564,4865.12330061787,10.47993165673687,0
2982,121.0,24,0,12.985392206983652,9903.846687842706,21.13040613691157,0
2770,105.0,10,0,17.611073850261565,14336.95996253742,28.576151763553327,0
2066,89.0,20,1,24.46805830666484,20793.078444330127,40.35790691844895,0
2124,73.0,27,1,34.33935675912347,25850.351390751457,48.80279878026982,1
2184,141.0,31,0,10.172879119644868,4816.4233848541535,10.116339171944688,0
2104,125.0,35,0,9.722678924302576,9807.363206520662,19.174452376071557,0
2746,109.0,59,0,14.601239598630416,14266.36387535472,29.005865300785047,0
2741,93.0,46,1,20.510596019661143,20361.13489676189,39.73216976146932,0
2933,77.0,52,1,26.30036706732504,24427.204699842205,51.25239147620046,1
2246,138.0,40,0,3.7248302265338986,5847.608847049322,8.897506726814184,0
2790,122.0,62,0,14.921217988862772,9884.702179957354,18.45122331379617,0
2550,106.0,99,0,20.69233994390125,15339.518046885423,31.751433597085686,0
2173,90.0,85,1,25.77792806846084,20087.53249733433,41.71953710686235,0
2180,74.0,80,1,35.29582564503999,25540.87993742083,49.31857912978545,1
2955,69.0,-12,0,6.088784841043469,4874.07695083726,8.442767873236987,0
2016,53.0,7,0,16.32336702427563,9062.706988557466,20.946970997962964,0
2783,37.0,8,0,14.913874400098711,15264.61602302773,30.47427071414863,0
2678,21.0,0,1,26.00458490243622,19950.845137138444,39.58250392207984,0
2548,5.0,4,1,35.81905331086314,25742.096904283982,48.72608429166169,1
2200,135.0,27,0,1.3850684800851512,5151.986910621422,10.08177382427565,0
2218,119.0,18,0,7.543523750663596,10935.006639623223,21.621310035711065,0
2681,103.0,-2,0,21.940705788171886,14533.423882635574,28.35310437290076,0
2226,87.0,5,1,18.48808411552557,20545.523862168768,40.89097205848482,0
2214,71.0,9,1,35.44149131513472,24471.98620647694,51.56234738994818,1
2958,65.0,41,0,4.732915710686577,4377.715837015527,11.236286499385686,0
2124,49.0,47,0,15.779054024653764,10456.792406373002,19.507312303935965,0
2240,33.0,52,0,13.952715626061426,14025.232523956503,30.68087913537786,0
2378,17.0,73,1,18.12917691494371,19106.899799477986,41.290201307266834,0
2365,1.0,68,1,26.82757122954359,24485.807025077585,48.19892564826661,1
2418,82.0,18,0,3.287921817661492,5306.980052793015,10.30098441828504,0
2496,66.0,41,0,7.169712267407206,10890.897891127575,21.025861111602048,0
2474,50.0,43,0,21.977911787990905,15083.137647858694,30.42783530871768,0
2830,34.0,31,1,20.929815182673465,20917.193402550143,38.67166038285639,0
2853,18.0,26,1,29.816278954536998,25173.60628341439,50.954625529136834,1
2545,114.0,55,0,4.641299644420185,5170.382678740722,8.027031386095691,0
2030,98.0,29,0,10.176917154459089,10817.62942378692,18.51775279046705,0
2287,82.0,8,0,21.43233489749205,15888.59409943483,29.190878595246467,0
2979,66.0,21,1,25.10885875687861,20656.498114814407,39.06402603028167,0
2042,50.0,15,1,27.138484842624948,24608.59404865826,50.53814392476103,1
2553,93.0,21,0,10.119651636344768,4745.535557846989,10.919756834516512,0
2081,77.0,64,0,6.8472477337140365,9101.452381228628,21.265491611227425,0
2897,61.0,70,0,19.348165761481518,14927.63282324592,30.120940174079283,0
2743,45.0,66,1,29.60097774732617,19183.755759221985,39.21902274434729,0
2455,29.0,57,1,29.178833595422773,25543.73873200388,51.97043051822447,1
2750,115.0,95,0,9.024458258191038,4025.198850204104,9.318225131259023,0
2343,99.0,77,0,13.232542056284547,9847.1854890692,20.02892069189453,0
2685,83.0,90,0,15.324214855572343,14705.935189060869,30.10803259844809,0
2499,67.0,76,1,18.452568238639344,19592.758242097003,38.910162454392335,0
2340,51.0,76,1,27.822720289750407,25471.66827686911,48.9354089005535,1
2349,66.0,59,0,5.139435867666941,4963.092840664656,9.528996493190476,0
2826,50.0,58,0,12.139708122145926,10821.938369111354,19.975987765131865,0
2754,34.0,63,0,19.78557118997237,15562.602902927463,29.65173871508848,0
2238,18.0,72,1,25.922062243578463,19343.04842395647,40.3444854428047,0
2550,2.0,67,1,32.55979016409931,24409.987674950786,49.45211266112452,1
2923,105.0,41,0,2.181990325788125,4383.0871292486,11.800375113007762,0
2837,89.0,65,0,17.466768230822208,10818.082478466007,21.497849851026054,0
2824,73.0,38,0,15.60233976993018,15467.796466746411,29.421143258072902,0
2734,57.0,40,1,18.73535844521396,20370.943572726574,39.75168427266341,0
2699,41.0,43,1,30.533325617628297,25531.32785359356,51.35259146166084,1
2238,137.0,57,0,0.9999373797866258,4769.514146313607,9.84067529503146,0
2276,121.0,9,0,15.86559200285674,9839.958723128406,18.24973336088484,0
2522,105.0,24,0,22.106311162451885,14132.52154536479,31.684575003836688,0
2795,89.0,9,1,26.82757723944532,19182.612095844124,41.81267453169672,0
2479,73.0,18,1,35.34002460376385,24559.462301462743,51.29588398888694,1
2073,125.0,4,0,5.23016743302978,4461.705343709844,10.827762630281956,0
2278,109.0,21,0,12.286521514003615,10960.559135832214,21.261123726149496,0
2640,93.0,31,0,18.223902761342067,15714.26721258938,28.35303849612921,0
2923,77.0,25,1,26.98906397263162,19428.721515779056,40.55102917145178,0
2771,61.0,15,1,29.806402590620028,25567.349084781137,50.47874168452664,1
2652,64.0,46,0,8.485848078080982,5670.267612439417,10.336144778483796,0
2866,48.0,54,0,14.428539118728445,9163.646326323287,18.430707978904028,0
2195,32.0,62,0,20.794051602881886,15108.110143256745,29.763218267370664,0
2483,16.0,57,1,22.860915113955432,19686.460596579687,41.08876113064781,0
2689,0.0,63,1,34.29475000528278,24657.108981858903,49.55683992638264,1
2511,82.0,-13,0,9.79702643333358,5618.639251274033,10.84451881538264,0
2755,66.0,-6,0,6.192255534903384,9782.24502123005,19.981154238442407,0
2299,50.0,14,0,12.73102051966304,15064.827474864736,29.447297930129658,0
2974,34.0,3,1,22.394375158354805,19310.899549272013,41.53844513958393,0
2275,18.0,7,1,34.784617821125366,24130.781788270364,51.522707649617146,1
2386,120.0,-4,0,9.63131057584668,4000.211612022786,9.668137121061802,0
2965,104.0,8,0,9.621914334171205,9748.1454304876,20.5025128351856,0
2838,88.0,33,0,22.71487336820601,15046.318644165713,31.22510310597775,0
2812,72.0,11,1,21.71642826419708,20931.694738136863,38.71893559975434,0
2272,56.0,20,1,30.144587616187263,24929.38615805894,49.411076305116566,1
2536,140.0,27,0,3.0539840642841485,5550.716561592038,11.931820228704336,0
2401,124.0,4,0,8.633722868829095,10745.538845424411,20.587690229311622,0
2556,108.0,18,0,14.2301572659791,14651.02360619739,28.071642253310703,0
2305,92.0,22,1,20.420005080814512,19037.74972951244,40.93557788326629,0
